longitude,latitude,station_name,date_time_lst,year,month,day,time_lst,temp_°c,dew_point_temp_°c,rel_hum_%,wind_dir_10s_deg,wind_spd_km_h,visibility_km,stn_press_kpa,weather
-79.63,43.68,TORONTO INTL A,2023-05-15 03:00:00,2023,5,15,03:00,8.3,-2.2,48.0,36.0,16.0,24.1,100.66,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 04:00:00,2023,5,15,04:00,8.3,-2.7,46.0,34.0,10.0,24.1,100.66,Clear
-79.63,43.68,TORONTO INTL A,2023-05-15 05:00:00,2023,5,15,05:00,7.6,-3.2,46.0,34.0,9.0,24.1,100.66,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 06:00:00,2023,5,15,06:00,8.7,-2.9,44.0,1.0,4.0,24.1,100.63,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 07:00:00,2023,5,15,07:00,11.8,-2.4,37.0,34.0,10.0,24.1,100.61,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-15 08:00:00,2023,5,15,08:00,14.9,-2.4,30.0,32.0,12.0,24.1,100.57,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 09:00:00,2023,5,15,09:00,17.4,-2.2,26.0,28.0,12.0,24.1,100.54,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 10:00:00,2023,5,15,10:00,18.8,-1.5,25.0,29.0,23.0,24.1,100.44,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-15 11:00:00,2023,5,15,11:00,19.6,-0.4,26.0,28.0,22.0,24.1,100.35,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 12:00:00,2023,5,15,12:00,20.9,-1.2,22.0,28.0,23.0,24.1,100.22,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 13:00:00,2023,5,15,13:00,21.6,-1.7,21.0,30.0,21.0,24.1,100.11,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-15 14:00:00,2023,5,15,14:00,22.1,0.6,24.0,30.0,24.0,24.1,100.0,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 15:00:00,2023,5,15,15:00,22.5,0.3,23.0,29.0,23.0,24.1,99.9,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 16:00:00,2023,5,15,16:00,22.2,0.9,24.0,27.0,24.0,24.1,99.81,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-15 17:00:00,2023,5,15,17:00,21.7,-0.2,23.0,26.0,25.0,24.1,99.73,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 18:00:00,2023,5,15,18:00,20.6,-1.2,23.0,28.0,27.0,24.1,99.64,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 19:00:00,2023,5,15,19:00,18.6,-2.3,24.0,28.0,22.0,24.1,99.6,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-15 20:00:00,2023,5,15,20:00,16.4,-2.7,27.0,29.0,14.0,24.1,99.57,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 21:00:00,2023,5,15,21:00,14.4,-0.8,35.0,26.0,16.0,24.1,99.59,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-15 22:00:00,2023,5,15,22:00,13.0,-0.3,40.0,24.0,14.0,24.1,99.5,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-15 23:00:00,2023,5,15,23:00,13.2,-0.1,40.0,27.0,18.0,24.1,99.41,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 00:00:00,2023,5,16,00:00,11.1,0.5,48.0,24.0,11.0,24.1,99.34,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 01:00:00,2023,5,16,01:00,12.6,-0.1,42.0,22.0,8.0,24.1,99.22,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-16 02:00:00,2023,5,16,02:00,12.5,0.1,42.0,25.0,8.0,24.1,99.12,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 03:00:00,2023,5,16,03:00,11.2,0.8,49.0,25.0,12.0,24.1,99.03,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 04:00:00,2023,5,16,04:00,10.1,1.5,55.0,26.0,11.0,24.1,98.96,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-16 05:00:00,2023,5,16,05:00,9.6,1.7,57.0,26.0,9.0,24.1,98.88,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 06:00:00,2023,5,16,06:00,9.7,2.6,61.0,24.0,14.0,24.1,98.83,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 07:00:00,2023,5,16,07:00,12.2,3.1,54.0,26.0,15.0,24.1,98.78,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-16 08:00:00,2023,5,16,08:00,15.3,3.5,45.0,26.0,21.0,24.1,98.67,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 09:00:00,2023,5,16,09:00,18.2,4.1,39.0,25.0,15.0,24.1,98.54,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 10:00:00,2023,5,16,10:00,20.0,5.8,39.0,26.0,28.0,24.1,98.41,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-16 11:00:00,2023,5,16,11:00,21.2,6.4,38.0,26.0,29.0,24.1,98.31,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 12:00:00,2023,5,16,12:00,22.1,5.6,34.0,24.0,35.0,24.1,98.19,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 13:00:00,2023,5,16,13:00,23.1,5.4,31.0,28.0,33.0,24.1,98.14,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-16 14:00:00,2023,5,16,14:00,23.9,6.3,32.0,27.0,34.0,24.1,98.07,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 15:00:00,2023,5,16,15:00,19.6,6.4,42.0,35.0,23.0,24.1,98.17,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 16:00:00,2023,5,16,16:00,18.3,5.3,42.0,34.0,36.0,24.1,98.27,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-16 17:00:00,2023,5,16,17:00,16.8,4.6,44.0,35.0,39.0,24.1,98.36,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 18:00:00,2023,5,16,18:00,15.7,6.0,52.0,34.0,38.0,24.1,98.38,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 19:00:00,2023,5,16,19:00,13.5,5.4,58.0,34.0,27.0,24.1,98.47,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-16 20:00:00,2023,5,16,20:00,10.9,3.3,59.0,33.0,34.0,24.1,98.59,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 21:00:00,2023,5,16,21:00,9.3,2.8,64.0,34.0,29.0,24.1,98.72,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-16 22:00:00,2023,5,16,22:00,8.4,2.3,65.0,36.0,23.0,24.1,98.82,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-16 23:00:00,2023,5,16,23:00,7.2,0.1,61.0,36.0,31.0,24.1,98.9,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 00:00:00,2023,5,17,00:00,5.9,-1.2,60.0,1.0,22.0,24.1,98.99,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 01:00:00,2023,5,17,01:00,5.1,-1.8,61.0,1.0,27.0,24.1,99.04,Clear
-79.63,43.68,TORONTO INTL A,2023-05-17 02:00:00,2023,5,17,02:00,3.8,-1.7,67.0,36.0,22.0,24.1,99.08,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 03:00:00,2023,5,17,03:00,2.7,-2.4,69.0,35.0,24.0,24.1,99.16,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 04:00:00,2023,5,17,04:00,1.7,-3.6,68.0,36.0,21.0,24.1,99.25,Clear
-79.63,43.68,TORONTO INTL A,2023-05-17 05:00:00,2023,5,17,05:00,1.1,-3.8,70.0,36.0,20.0,24.1,99.34,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 06:00:00,2023,5,17,06:00,1.8,-3.7,67.0,36.0,17.0,24.1,99.45,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 07:00:00,2023,5,17,07:00,3.0,-3.8,61.0,36.0,18.0,24.1,99.51,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-17 08:00:00,2023,5,17,08:00,3.8,-3.7,58.0,34.0,14.0,24.1,99.6,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 09:00:00,2023,5,17,09:00,5.3,-3.3,54.0,3.0,12.0,24.1,99.64,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 10:00:00,2023,5,17,10:00,6.3,-2.5,53.0,30.0,18.0,24.1,99.66,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-17 11:00:00,2023,5,17,11:00,7.0,-3.7,47.0,36.0,11.0,24.1,99.74,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 12:00:00,2023,5,17,12:00,8.2,-4.0,42.0,5.0,12.0,24.1,99.69,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 13:00:00,2023,5,17,13:00,10.7,-2.8,39.0,35.0,20.0,24.1,99.66,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-17 14:00:00,2023,5,17,14:00,10.6,-3.0,38.0,33.0,9.0,24.1,99.65,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 15:00:00,2023,5,17,15:00,10.8,-7.1,28.0,33.0,16.0,24.1,99.66,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 16:00:00,2023,5,17,16:00,11.0,-5.3,31.0,33.0,20.0,22.5,99.67,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-17 17:00:00,2023,5,17,17:00,10.7,-6.7,29.0,32.0,11.0,24.1,99.69,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 18:00:00,2023,5,17,18:00,10.3,-5.8,32.0,36.0,13.0,24.1,99.7,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 19:00:00,2023,5,17,19:00,8.8,-6.2,34.0,3.0,17.0,24.1,99.74,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-17 20:00:00,2023,5,17,20:00,7.5,-6.5,36.0,1.0,13.0,24.1,99.8,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 21:00:00,2023,5,17,21:00,6.5,-2.9,51.0,36.0,14.0,24.1,99.89,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-17 22:00:00,2023,5,17,22:00,5.2,-2.4,58.0,36.0,19.0,24.1,99.96,Clear
-79.63,43.68,TORONTO INTL A,2023-05-17 23:00:00,2023,5,17,23:00,4.2,-2.9,60.0,36.0,20.0,24.1,100.04,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 00:00:00,2023,5,18,00:00,3.2,-3.3,62.0,34.0,10.0,24.1,100.08,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 01:00:00,2023,5,18,01:00,3.1,-3.5,62.0,34.0,11.0,24.1,100.09,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-18 02:00:00,2023,5,18,02:00,2.6,-3.6,63.0,35.0,10.0,24.1,100.08,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 03:00:00,2023,5,18,03:00,2.1,-3.5,66.0,34.0,8.0,24.1,100.1,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 04:00:00,2023,5,18,04:00,1.5,-3.6,69.0,36.0,9.0,24.1,100.15,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-18 05:00:00,2023,5,18,05:00,2.3,-3.7,65.0,35.0,3.0,24.1,100.18,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 07:00:00,2023,5,18,07:00,5.5,-2.7,55.0,36.0,3.0,24.1,100.28,Clear
-79.63,43.68,TORONTO INTL A,2023-05-18 08:00:00,2023,5,18,08:00,8.3,-1.5,50.0,8.0,3.0,24.1,100.31,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 09:00:00,2023,5,18,09:00,10.2,-2.6,40.0,11.0,8.0,24.1,100.31,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 10:00:00,2023,5,18,10:00,11.7,-2.8,36.0,17.0,14.0,24.1,100.31,Clear
-79.63,43.68,TORONTO INTL A,2023-05-18 11:00:00,2023,5,18,11:00,11.1,-3.0,37.0,14.0,16.0,24.1,100.33,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 12:00:00,2023,5,18,12:00,12.6,-1.0,39.0,15.0,14.0,24.1,100.29,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 13:00:00,2023,5,18,13:00,12.9,-4.5,29.0,14.0,14.0,24.1,100.24,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-18 14:00:00,2023,5,18,14:00,13.2,-4.1,30.0,11.0,11.0,24.1,100.19,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 15:00:00,2023,5,18,15:00,13.9,-3.3,30.0,13.0,11.0,24.1,100.13,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 16:00:00,2023,5,18,16:00,13.5,-3.4,31.0,12.0,7.0,24.1,100.08,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-18 17:00:00,2023,5,18,17:00,13.6,-3.2,31.0,14.0,12.0,24.1,100.05,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 18:00:00,2023,5,18,18:00,11.9,-3.6,34.0,16.0,9.0,24.1,100.02,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 19:00:00,2023,5,18,19:00,10.4,-3.3,38.0,17.0,10.0,24.1,99.99,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-18 20:00:00,2023,5,18,20:00,9.4,-5.0,36.0,13.0,9.0,24.1,99.99,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 21:00:00,2023,5,18,21:00,8.9,-3.7,41.0,16.0,7.0,24.1,100.01,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-18 22:00:00,2023,5,18,22:00,8.9,-3.5,42.0,10.0,4.0,24.1,99.99,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-19 00:00:00,2023,5,19,00:00,8.6,-3.2,43.0,15.0,4.0,24.1,99.89,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 02:00:00,2023,5,19,02:00,7.9,-2.3,48.0,9.0,3.0,24.1,99.73,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 03:00:00,2023,5,19,03:00,7.3,-2.3,50.0,5.0,4.0,24.1,99.68,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 04:00:00,2023,5,19,04:00,7.8,-1.4,52.0,13.0,3.0,24.1,99.67,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-19 05:00:00,2023,5,19,05:00,8.0,-0.3,56.0,36.0,3.0,24.1,99.66,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 06:00:00,2023,5,19,06:00,8.1,0.6,59.0,10.0,3.0,24.1,99.67,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 07:00:00,2023,5,19,07:00,9.4,3.5,66.0,13.0,5.0,24.1,99.69,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-19 08:00:00,2023,5,19,08:00,12.1,5.6,64.0,22.0,4.0,24.1,99.66,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 09:00:00,2023,5,19,09:00,15.4,8.1,62.0,16.0,9.0,24.1,99.65,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 10:00:00,2023,5,19,10:00,17.0,9.5,61.0,19.0,12.0,24.1,99.62,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-19 11:00:00,2023,5,19,11:00,17.6,9.7,59.0,16.0,14.0,24.1,99.59,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 12:00:00,2023,5,19,12:00,18.5,10.9,61.0,16.0,14.0,24.1,99.54,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 13:00:00,2023,5,19,13:00,20.0,12.2,60.0,17.0,16.0,24.1,99.47,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-19 14:00:00,2023,5,19,14:00,20.9,11.8,56.0,18.0,22.0,24.1,99.45,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 15:00:00,2023,5,19,15:00,21.6,12.0,54.0,16.0,28.0,24.1,99.38,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 16:00:00,2023,5,19,16:00,21.5,12.3,55.0,17.0,28.0,19.3,99.39,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-19 17:00:00,2023,5,19,17:00,20.3,12.9,62.0,19.0,20.0,24.1,99.37,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 18:00:00,2023,5,19,18:00,20.3,13.0,63.0,20.0,15.0,24.1,99.36,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 19:00:00,2023,5,19,19:00,20.0,13.3,65.0,20.0,13.0,24.1,99.35,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-19 20:00:00,2023,5,19,20:00,18.8,13.9,73.0,13.0,7.0,19.3,99.34,Rain
-79.63,43.68,TORONTO INTL A,2023-05-19 21:00:00,2023,5,19,21:00,18.2,13.4,73.0,15.0,7.0,24.1,99.34,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-19 22:00:00,2023,5,19,22:00,16.3,13.7,84.0,11.0,4.0,16.1,99.36,Rain
-79.63,43.68,TORONTO INTL A,2023-05-19 23:00:00,2023,5,19,23:00,15.5,15.1,97.0,2.0,5.0,16.1,99.3,Rain
-79.63,43.68,TORONTO INTL A,2023-05-20 00:00:00,2023,5,20,00:00,15.6,15.5,99.0,9.0,5.0,9.7,99.27,"Moderate Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 01:00:00,2023,5,20,01:00,15.5,15.5,100.0,11.0,15.0,9.7,99.19,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 02:00:00,2023,5,20,02:00,15.3,15.3,100.0,13.0,10.0,9.7,99.14,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 03:00:00,2023,5,20,03:00,14.2,14.2,100.0,14.0,12.0,9.7,99.11,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 04:00:00,2023,5,20,04:00,14.1,14.1,100.0,16.0,7.0,4.0,99.07,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 05:00:00,2023,5,20,05:00,13.7,13.7,100.0,17.0,6.0,4.0,99.11,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 07:00:00,2023,5,20,07:00,14.3,14.3,100.0,21.0,7.0,6.4,99.13,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 08:00:00,2023,5,20,08:00,14.3,14.3,100.0,17.0,6.0,6.4,99.13,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 09:00:00,2023,5,20,09:00,14.5,14.3,98.0,23.0,9.0,8.1,99.16,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 10:00:00,2023,5,20,10:00,14.0,13.1,94.0,24.0,12.0,8.1,99.19,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2023-05-20 11:00:00,2023,5,20,11:00,14.1,13.3,95.0,25.0,14.0,12.9,99.18,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-20 12:00:00,2023,5,20,12:00,14.8,12.0,83.0,27.0,17.0,19.3,99.15,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-20 13:00:00,2023,5,20,13:00,15.1,10.4,73.0,28.0,22.0,19.3,99.16,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-20 14:00:00,2023,5,20,14:00,16.1,7.5,57.0,27.0,23.0,24.1,99.19,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-20 15:00:00,2023,5,20,15:00,15.3,7.2,58.0,26.0,21.0,24.1,99.15,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-20 16:00:00,2023,5,20,16:00,14.0,7.1,63.0,26.0,26.0,24.1,99.22,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-20 17:00:00,2023,5,20,17:00,13.5,5.7,59.0,28.0,32.0,24.1,99.22,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-20 18:00:00,2023,5,20,18:00,12.3,7.2,71.0,26.0,26.0,24.1,99.24,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-20 19:00:00,2023,5,20,19:00,11.7,7.3,74.0,26.0,35.0,24.1,99.24,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-20 20:00:00,2023,5,20,20:00,11.6,7.4,75.0,28.0,24.0,24.1,99.25,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-20 21:00:00,2023,5,20,21:00,11.1,7.8,80.0,28.0,16.0,24.1,99.3,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-20 22:00:00,2023,5,20,22:00,11.2,7.9,80.0,27.0,18.0,24.1,99.28,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-20 23:00:00,2023,5,20,23:00,11.2,8.2,82.0,25.0,19.0,24.1,99.29,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 00:00:00,2023,5,21,00:00,12.0,8.9,81.0,28.0,18.0,24.1,99.32,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 01:00:00,2023,5,21,01:00,11.7,8.0,78.0,28.0,23.0,24.1,99.34,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-21 02:00:00,2023,5,21,02:00,10.5,8.0,85.0,28.0,14.0,24.1,99.34,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 03:00:00,2023,5,21,03:00,10.0,7.8,86.0,27.0,16.0,24.1,99.32,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 04:00:00,2023,5,21,04:00,9.4,6.4,82.0,25.0,8.0,24.1,99.33,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-21 05:00:00,2023,5,21,05:00,10.3,5.7,73.0,28.0,16.0,24.1,99.34,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 06:00:00,2023,5,21,06:00,12.1,5.7,65.0,31.0,19.0,24.1,99.41,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 07:00:00,2023,5,21,07:00,13.6,6.1,60.0,30.0,22.0,24.1,99.49,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-21 08:00:00,2023,5,21,08:00,15.2,6.7,57.0,30.0,21.0,24.1,99.52,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 09:00:00,2023,5,21,09:00,17.0,7.5,53.0,29.0,22.0,24.1,99.55,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 10:00:00,2023,5,21,10:00,19.1,8.4,50.0,31.0,18.0,24.1,99.57,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-21 11:00:00,2023,5,21,11:00,20.5,9.7,50.0,29.0,8.0,24.1,99.58,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 12:00:00,2023,5,21,12:00,21.3,8.3,43.0,30.0,14.0,24.1,99.58,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 13:00:00,2023,5,21,13:00,22.5,10.0,45.0,29.0,11.0,24.1,99.56,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-21 14:00:00,2023,5,21,14:00,23.2,8.8,39.0,30.0,23.0,24.1,99.55,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 15:00:00,2023,5,21,15:00,23.5,8.8,39.0,32.0,20.0,24.1,99.56,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 16:00:00,2023,5,21,16:00,23.9,8.5,37.0,32.0,21.0,24.1,99.58,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-21 17:00:00,2023,5,21,17:00,23.4,6.6,34.0,30.0,23.0,24.1,99.6,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 18:00:00,2023,5,21,18:00,21.0,11.2,53.0,35.0,23.0,24.1,99.64,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 19:00:00,2023,5,21,19:00,17.8,9.7,59.0,35.0,26.0,24.1,99.7,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-21 20:00:00,2023,5,21,20:00,15.5,9.3,67.0,35.0,26.0,24.1,99.78,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 21:00:00,2023,5,21,21:00,14.5,7.8,64.0,35.0,21.0,24.1,99.84,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-21 22:00:00,2023,5,21,22:00,13.3,8.4,72.0,35.0,18.0,24.1,99.89,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-21 23:00:00,2023,5,21,23:00,12.2,8.2,76.0,36.0,19.0,24.1,99.95,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 00:00:00,2023,5,22,00:00,11.5,7.8,78.0,35.0,19.0,24.1,100.01,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 01:00:00,2023,5,22,01:00,11.1,7.5,78.0,35.0,13.0,24.1,100.04,Clear
-79.63,43.68,TORONTO INTL A,2023-05-22 02:00:00,2023,5,22,02:00,10.4,7.3,81.0,36.0,12.0,24.1,100.05,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 03:00:00,2023,5,22,03:00,9.6,7.1,84.0,36.0,11.0,24.1,100.1,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 04:00:00,2023,5,22,04:00,9.3,7.0,85.0,1.0,11.0,24.1,100.16,Mainly Clear
-79.63,43.68,TORONTO INTL A,2023-05-22 05:00:00,2023,5,22,05:00,8.9,6.5,85.0,1.0,9.0,24.1,100.2,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 06:00:00,2023,5,22,06:00,10.0,5.8,75.0,3.0,10.0,24.1,100.28,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 07:00:00,2023,5,22,07:00,11.5,2.0,52.0,6.0,14.0,24.1,100.35,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-22 08:00:00,2023,5,22,08:00,12.7,-0.5,40.0,7.0,14.0,24.1,100.41,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 09:00:00,2023,5,22,09:00,14.1,-0.6,36.0,8.0,13.0,24.1,100.42,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 10:00:00,2023,5,22,10:00,14.7,-1.0,34.0,8.0,18.0,24.1,100.43,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-22 11:00:00,2023,5,22,11:00,14.6,1.1,40.0,14.0,16.0,24.1,100.46,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 12:00:00,2023,5,22,12:00,15.4,2.1,40.0,14.0,15.0,24.1,100.46,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 13:00:00,2023,5,22,13:00,15.2,1.3,39.0,12.0,13.0,24.1,100.46,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-22 14:00:00,2023,5,22,14:00,15.7,0.4,35.0,13.0,14.0,24.1,100.42,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 15:00:00,2023,5,22,15:00,16.4,1.8,37.0,15.0,15.0,24.1,100.37,Unknown
-79.63,43.68,TORONTO INTL A,2023-05-22 16:00:00,2023,5,22,16:00,15.8,-0.2,34.0,15.0,12.0,24.1,100.34,Cloudy
-79.63,43.68,TORONTO INTL A,2023-05-22 17:00:00,2023,5,22,17:00,15.3,-0.2,35.0,14.0,15.0,24.1,100.35,Unknown
